participant_id,cleaned_ids,f0_mean,f0_min,f0_max,f0_range,f0_sd,intensity_mean,intensity_min,intensity_max,intensity_range,intensity_sd,f1_mean,f1_sd,f2_mean,f2_sd,f3_mean,f3_sd,f2_f1_mean,f3_f1_mean,f2_f1_sd,f3_f1_sd,jitter,shimmer,percent_unvoiced,percent_breaks,pause_duration_max,pause_duration_avg,duration,average_outer_brow_height_mean,average_inner_brow_height_mean,eye_open_mean,outer_lip_height_mean,inner_lip_height_mean,lip_corner_distance_mean,smile_mean,pitch_mean,yaw_mean,roll_mean,average_outer_brow_height_std,average_inner_brow_height_std,eye_open_std,outer_lip_height_std,inner_lip_height_std,lip_corner_distance_std,smile_std,pitch_std,yaw_std,roll_std,average_outer_brow_height_min,average_inner_brow_height_min,eye_open_min,outer_lip_height_min,inner_lip_height_min,lip_corner_distance_min,smile_min,pitch_min,yaw_min,roll_min,average_outer_brow_height_max,average_inner_brow_height_max,eye_open_max,outer_lip_height_max,inner_lip_height_max,lip_corner_distance_max,smile_max,pitch_max,yaw_max,roll_max,average_outer_brow_height_median,average_inner_brow_height_median,eye_open_median,outer_lip_height_median,inner_lip_height_median,lip_corner_distance_median,smile_median,pitch_median,yaw_median,roll_median,Total Words,Unique Words,Filler Words,Audio Duration (s),Duration/Total Words,Duration/Unique Words,Duration/Filler Words,Individual,We,They,Non-Fluences,PosEmotion,NegEmotion,Anxiety,Anger,Sadness,Cognitive,Inhibition,Preceptual,Relativity,Work,Swear,Articles,Verbs,Adverbs,Prepositions,Conjunctions,Negations,Quantifiers,Numbers
P65,P65,124.6691648,74.95742551,599.1198122,524.1623867,57.84498545,-18.065886,-33.727707,0.0,33.727707,7.1212516,615.9255156,300.1444099,1742.290957,387.1160558,,,3.293740204,,1.36890617,,0.020645104,0.173855051,19.0222805,2.296479648,1.77,0.314461078,552.142,0.022490773,0.020741788,0.0150765,0.032325466,0.00658853,0.065083982,49.34333333,-6.462676862,-3.643457493,-6.305171345,0.001490994,0.002264033,0.000433342,0.004980693,0.004212377,0.002431964,20.75824762,6.178912066,1.715461661,4.835943242,0.020270483,0.017749322,0.014334713,0.024656101,0.000867469,0.062798918,32.8,-12.89207826,-6.229582358,-15.18970762,0.024602449,0.024174682,0.015634069,0.039120046,0.012618573,0.069098653,90.0,5.143384185,-1.636780752,-1.947488268,0.022368546,0.019931224,0.015057862,0.033274458,0.006637428,0.063875691,39.66666667,-8.486879236,-2.892666536,-6.104576461,1513,459,58,552.142,2.74,0.83,0.11,17,19,9,53,20,0,1,0,0,2,0,0,3,15,0,77,179,178,164,103,2,4,14
P66,P66,144.746233,75.23927095,598.0423376,522.8030667,104.782089,-21.026438,-37.987663,0.0,37.987663,6.0544195,637.1882231,327.6939015,1798.023181,407.3519188,2940.962074,420.682212,3.320639299,5.433697188,1.445197025,2.116984522,0.027610501,0.1971216,15.55070319,3.014428032,3.18,0.185042735,417.666,0.022264845,0.020599066,0.016143779,0.034050737,0.005531877,0.067175265,2.35,-8.51018253,-0.918357513,2.240889591,0.001714498,0.003058982,0.001596156,0.005834546,0.005265222,0.006930158,2.022374842,2.173902451,17.86323014,2.4117874,0.019548497,0.017142162,0.013097954,0.027985713,0.001051679,0.060426058,0.0,-11.05978682,-11.72397398,0.308240066,0.024447318,0.024543328,0.017661098,0.041862351,0.01522925,0.080407623,5.0,-4.855086205,34.72924454,6.944976726,0.021908684,0.020066244,0.016791158,0.030744518,0.003069145,0.064202939,3.0,-8.312237353,-9.534769362,1.603812177,1564,413,62,417.666,3.74,0.99,0.15,23,17,18,59,17,1,1,0,0,0,0,0,1,6,1,77,190,171,168,118,0,7,15
P67,P67,144.6819662,75.07446294,599.9971511,524.9226882,61.72704335,-27.790554,-44.185402,0.0,44.185402,7.5815444,621.6780134,286.6044665,1769.697452,380.9459059,2811.214035,356.7689511,3.257710981,5.169722255,1.320167653,1.778062128,0.018741614,0.16682711,15.33924621,1.992155886,1.44,0.27909375,582.232,0.022850325,0.021109679,0.015383107,0.035048637,0.008689519,0.062019592,23.47,-2.593527274,2.82130105,1.784186885,0.002907551,0.005083126,0.002555199,0.005446197,0.004629847,0.004518662,14.65583843,5.514611429,7.828993786,3.94600633,0.019827367,0.014327859,0.010363893,0.025433396,0.00341583,0.054257677,10.6,-9.208669673,-5.646372721,-3.808672066,0.026703012,0.027830157,0.017519909,0.040415682,0.015573202,0.067068454,51.0,5.63416334,16.18829782,6.128582784,0.021528616,0.020223952,0.016422792,0.038228837,0.007358271,0.063725835,17.0,-3.995200044,2.169370601,3.276967288,1845,454,64,582.232,3.17,0.78,0.11,13,15,15,61,8,2,0,0,0,21,0,1,7,12,0,140,258,147,162,118,1,16,17
P69,P69,166.6108065,75.02319791,599.6664411,524.6432432,147.1806562,-19.387644,-30.398182,-9.54e-07,30.398182,6.438018,703.7999249,328.6075595,1832.850339,338.6053383,2814.012575,438.0245722,3.015812916,4.620009106,1.155998646,1.634232252,0.037045692,0.201195637,31.29854666,3.376038781,2.97,0.407076923,253.622,0.030107483,0.032858919,0.015644165,0.036384858,0.007706611,0.069965882,19.54,15.29003421,17.99596176,7.899370822,0.001344139,0.001577091,0.001911151,0.007178613,0.00519937,0.002669938,11.55882347,4.202304193,11.34664265,1.804839935,0.02813206,0.03066361,0.012439549,0.026749118,0.001295201,0.066591896,0.0,9.93921959,-1.441747981,5.355210235,0.031742653,0.034582208,0.018224367,0.044541145,0.013864986,0.073321669,32.2,22.62072343,30.97582252,9.982297662,0.030673174,0.033672197,0.015518797,0.035695055,0.006170269,0.071421406,20.0,14.08391561,21.63936331,7.205867969,603,219,21,253.622,2.38,0.86,0.08,8,5,1,20,0,0,1,0,0,4,0,0,0,3,0,32,78,58,53,49,0,4,10
P70,P70,238.3589257,86.37407159,485.6638233,399.2897517,63.64630863,-13.318126,-24.919037,0.0,24.919037,6.306387,728.7516528,312.3728753,1890.711073,358.5610857,2898.912716,372.1439369,2.988457227,4.557547355,1.252850032,1.68208294,0.022533777,0.184937252,3.572429252,12.5,0.51,0.51,14.276,0.019305072,0.018807815,0.01251364,0.029455558,0.009278682,0.066039977,70.65333333,-10.77316045,15.86525945,-2.265539535,0.00166419,0.002656453,0.000971574,0.005403435,0.00468741,0.005116549,16.7602917,8.903187229,4.752374552,3.575269615,0.016819742,0.01585462,0.01124963,0.021362078,0.003053965,0.057185189,50.0,-21.36052336,9.67953647,-8.818380925,0.021407975,0.022971864,0.014022924,0.035336804,0.015594426,0.072603899,100.0,3.466871382,23.00033147,1.619885232,0.018795409,0.01755817,0.012563956,0.032301419,0.010512724,0.067022405,66.66666667,-9.51648429,17.44859618,-1.951672339,62,42,1,14.276,4.34,2.94,0.07,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,0,6,5,0,0,1
P71,P71,198.7835632,75.27332333,531.7104553,456.4371319,44.87433624,-23.276808,-35.014698,0.0,35.014698,5.588589,707.5958474,294.1118165,1863.199084,337.4565096,2989.38653,335.4265886,3.047770934,4.913970295,1.325873182,2.095605708,0.025577852,0.173054708,24.95686468,3.596956421,1.71,0.285576923,178.508,0.02385266,0.025199033,0.012532162,0.024632575,0.002408777,0.064205909,36.27,-4.680543857,-1.144007243,8.882479377,0.001130443,0.001672771,0.000965447,0.00176067,0.000573919,0.002588164,8.705262776,5.821924753,6.967387732,3.552935771,0.021642184,0.021961872,0.011458407,0.022316701,0.001329896,0.060018512,26.25,-10.99803347,-10.24175429,2.684285147,0.024723094,0.02653848,0.014240169,0.02740749,0.002835701,0.067064996,52.5,5.528976588,6.728794159,12.83707715,0.024179024,0.02586435,0.012396406,0.024079964,0.002745227,0.063734322,34.6,-5.837469591,1.771701009,9.927216925,457,204,14,178.508,2.56,1.14,0.08,6,8,3,14,2,0,0,0,0,0,0,0,0,1,0,24,50,45,42,29,0,1,6
P72,P72,235.9129227,82.51569519,540.9633856,458.4476904,55.16128732,-13.141517,-23.058815,0.0,23.058815,6.014943,744.7180062,300.0362521,1881.491692,328.2210252,2953.488781,339.4099572,2.900791711,4.556876025,1.202751863,1.772995316,0.022978234,0.1722852,17.81957679,3.409090909,2.13,0.96,16.162,0.019185782,0.018566991,0.013479562,0.020353205,0.000696519,0.056798649,20.19666667,-2.975579196,6.019578968,0.756178179,0.000891931,0.001051852,0.002255835,0.00231306,0.000595531,0.001405586,10.91183048,3.423444176,1.24341642,2.407476103,0.017996515,0.017280522,0.011229605,0.01667892,0.000179647,0.054316556,0.0,-6.792927122,4.195484161,-2.362401645,0.020367295,0.020135915,0.016805068,0.023696095,0.00184277,0.058266129,32.33333333,2.015632408,7.797459559,4.368910626,0.018941085,0.018136469,0.012551459,0.020739698,0.000460591,0.057453881,24.25,-4.571179828,6.28809308,0.03290907,55,38,0,16.162,3.4,2.35,0.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0,5,4,0,0,1
P73,P73,180.56322,75.19094303,591.8972265,516.7062834,57.40451726,-15.093533,-29.329945,0.0,29.329945,5.8443394,642.1956554,238.1666979,1831.530619,336.0054103,2752.495812,306.0577812,3.166217313,4.729586095,1.1937144,1.550826677,0.019884016,0.171590149,14.28801057,1.936434435,1.77,0.260869565,167.973,0.024367216,0.023494543,0.011738813,0.041252433,0.009741282,0.060119576,4.66,15.8658613,16.5602926,-1.597570493,0.000674384,0.00094587,0.001356412,0.006774839,0.005724572,0.002083221,2.936392344,2.883222433,11.44231335,9.627608034,0.023534781,0.022472569,0.009292073,0.03578634,0.005157483,0.058376198,0.0,10.86561915,-2.034835337,-15.68011579,0.025530595,0.025257621,0.01320535,0.053885856,0.02101513,0.064047271,9.0,18.36975634,33.18130718,8.904018884,0.024143552,0.02325326,0.012236674,0.037335637,0.007252997,0.059351773,4.5,17.54074666,19.02418873,1.539379577,607,246,4,167.973,3.61,1.46,0.02,7,17,6,4,3,0,0,1,0,4,0,2,3,6,0,34,81,52,63,59,1,2,6
P74,P74,203.1027258,75.03224759,598.4468059,523.4145583,102.2572307,-13.023013,-25.505692,0.0,25.505692,6.0074277,662.5775102,285.9779381,1837.585372,322.8213083,,,3.181249337,,1.291432599,,0.035412929,0.193619653,20.60243991,2.521459227,2.07,0.314042553,143.284,0.019337914,0.018923244,0.013058952,0.023434177,0.004548461,0.054735561,79.42,-9.863589394,-11.39891044,-6.760334208,0.001529657,0.0019114,0.002728041,0.002810716,0.002715115,0.003983431,10.87867639,4.550111796,6.766447986,4.352460773,0.017482441,0.016375945,0.009401098,0.019132395,0.000553236,0.051836365,59.0,-18.20089272,-18.3020382,-13.55385148,0.021212071,0.021109237,0.015970026,0.026280369,0.008287736,0.062596821,89.6,-4.911460369,0.954040092,-0.796523431,0.018888742,0.018554702,0.013825626,0.02526414,0.005704605,0.053412825,83.0,-7.869515161,-13.72120892,-6.612101669,372,181,8,143.284,2.6,1.26,0.06,6,4,3,8,1,1,0,0,0,2,0,0,3,1,0,23,51,20,36,33,0,1,4
P76,P76,162.6344803,74.98736483,551.8593202,476.8719554,47.01240804,-15.538907,-29.734015,0.0,29.734015,5.5248833,633.568508,310.1869001,1868.525508,329.1091554,3006.76314,345.8359445,3.455280706,5.590395493,1.399937828,2.17480069,0.028677499,0.18928559,17.64724825,3.377538334,1.29,0.201717791,186.318,0.023145826,0.023977383,0.012414093,0.030440107,0.005747416,0.064446978,22.81,9.278453847,10.7470162,8.939866377,0.000893302,0.001065867,0.000610495,0.003926265,0.003401383,0.00551452,6.602605546,3.014089908,2.993667834,0.930875049,0.021557905,0.022301557,0.01147923,0.026357125,0.001717709,0.055830167,12.5,4.562364078,6.042453635,8.152536147,0.024065455,0.025287424,0.013343823,0.036839422,0.011757816,0.070806508,33.0,13.79364791,15.09087964,10.50872183,0.023402064,0.024334249,0.012445558,0.030015707,0.004959778,0.062778458,23.0,8.854798115,10.25514597,8.304565457,587,212,2,186.318,3.15,1.14,0.01,15,2,19,2,0,0,0,0,0,4,0,0,1,7,0,35,80,58,54,39,1,4,3
P77,P77,225.8625985,85.54635986,513.9865051,428.4401452,47.70800204,-15.002616,-25.660522,0.0,25.660522,6.748826,745.7306091,298.6424511,1848.709652,358.180627,2883.194477,375.2865441,2.826930215,4.402528739,1.173020319,1.679044629,0.019425128,0.159600684,41.65776543,3.333333333,3.39,0.78,18.724,0.023238522,0.023345551,0.013925729,0.029575228,0.004698373,0.054176557,34.56333333,8.411035714,3.117237881,-1.983984027,0.001104237,0.002183451,0.001866881,0.00766327,0.00358373,0.003902294,21.22088699,4.56641332,6.667847553,10.905736,0.021159785,0.019751427,0.011102123,0.020784621,7.32e-05,0.04838295,15.4,1.185530229,-3.022350361,-22.72721588,0.02410679,0.026204965,0.016306618,0.038953028,0.008204109,0.060211285,74.0,15.4972371,15.67128115,9.683997231,0.023837878,0.023374566,0.014823664,0.030161069,0.006302777,0.054568121,25.66666667,7.953733016,0.544262157,1.209324365,63,43,0,18.724,3.36,2.3,0.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,5,5,0,0,1
P78,P78,185.7137517,75.42503529,527.4965416,452.0715063,38.01846262,-17.729103,-30.834984,0.0,30.834984,7.4565234,659.8581875,299.4577267,1836.861994,347.8427783,2818.857037,366.3575037,3.190755651,4.917291443,1.248969641,1.861410947,0.020588274,0.172057457,23.9321179,1.994629843,4.86,0.525576923,114.198,0.019498785,0.019887096,0.011174006,0.029107272,0.008757206,0.058578195,28.12,-2.913751483,-2.856011048,1.392279616,0.00189686,0.002003346,0.001357228,0.004797965,0.00432294,0.00467534,19.19316545,7.248277531,6.219710048,6.254512146,0.017676486,0.017790457,0.010114856,0.019741526,0.001293524,0.051693172,4.0,-11.66965918,-10.57678939,-10.95960895,0.023155271,0.023633319,0.013663266,0.033009916,0.013518354,0.065300112,52.0,9.183166255,4.062787716,6.358406676,0.019026426,0.019544051,0.01029865,0.031467954,0.008269731,0.057483584,36.0,-4.917674297,1.127509162,3.998741833,314,153,2,114.198,2.75,1.34,0.02,4,10,2,1,0,0,0,0,0,3,0,0,0,1,0,20,51,18,22,25,0,0,0
P79,P79,230.5129499,75.24626178,595.1152017,519.86894,39.53981476,-23.123941,-39.054527,0.0,39.054527,7.5174747,647.2625542,329.0911411,1884.139416,397.1913417,2949.971481,352.4874719,3.51378424,5.513011399,1.78836455,2.666560622,0.017406175,0.149058565,13.82862096,2.323068612,1.11,0.210232558,392.23,0.022761025,0.025648479,0.010280271,0.029233722,0.008632997,0.061741735,6.36,-0.741326615,21.57896893,-32.46963422,0.001692054,0.00314999,0.000827814,0.004510324,0.004536039,0.006074475,6.287956743,6.844658119,12.0177681,129.8507755,0.020221706,0.020668046,0.009043969,0.023055557,0.003126028,0.055824168,2.5,-11.0754899,-0.799054727,-174.3971641,0.024817785,0.030112081,0.011604297,0.036612106,0.016407908,0.072951383,18.8,9.0536057,35.08992704,170.7662109,0.023228339,0.026568835,0.010139318,0.028380017,0.007922441,0.060508539,3.0,-2.099470281,24.4404072,6.11476252,1131,357,40,392.23,2.88,0.91,0.1,9,18,5,38,5,0,1,0,0,15,0,0,4,7,0,49,151,108,82,94,2,7,9
P80,P80,237.8693414,75.49998618,597.2453248,521.7453386,51.58659777,-19.297272,-36.27874,0.0,36.27874,7.876864,667.0597584,317.8230094,1801.856373,379.7050932,2719.067554,424.3427957,3.238845182,4.859644499,1.725787276,2.439788889,0.020725531,0.157868452,17.91843102,1.806926552,2.61,0.372222222,224.35,0.016833406,0.015490576,0.013070502,0.023612964,0.003270857,0.048551615,29.94,-2.984534616,2.65548857,-0.431173131,0.001762278,0.002266804,0.00191969,0.003083945,0.001793706,0.002487284,13.78602191,5.631054888,5.091663302,5.972604509,0.014771564,0.012880109,0.010956454,0.020935217,0.001049195,0.046222743,15.2,-7.727559648,-3.810621635,-6.072203106,0.019620463,0.019262386,0.016393601,0.029512741,0.006039012,0.052837981,53.0,7.982697742,10.90973995,10.49430336,0.016077383,0.014390253,0.013298251,0.0222682,0.003770517,0.047056502,25.0,-5.38641232,3.464854247,-1.148659418,654,269,8,224.35,2.92,1.2,0.04,6,17,3,8,1,0,0,0,0,6,0,0,0,4,0,39,72,42,57,52,4,2,3
P81,P81,214.6826688,82.09913355,342.9664847,260.8673511,52.27281046,-14.690722,-26.770325,0.0,26.770325,6.2510047,704.7598177,289.9524721,1838.354645,346.4295422,2877.42876,347.2438144,2.980296588,4.669571171,1.20496043,1.718707499,0.025280284,0.17468104,9.21591574,2.325581395,1.26,1.26,13.672,0.020804621,0.020972937,0.011323047,0.030235791,0.007770913,0.052710727,84.09,-1.594753791,-9.552512579,0.742499492,0.000657278,0.000891355,0.002598226,0.007736102,0.005258988,0.003686884,13.49934813,7.999779474,11.57798691,3.292113199,0.020000924,0.020136533,0.008001922,0.01805986,0.001821635,0.045984912,67.0,-10.70905514,-30.28568858,-5.240068803,0.021696376,0.022692228,0.014725422,0.039146758,0.016493079,0.056237282,100.0,8.094760526,1.443321331,3.513451679,0.020832804,0.020604655,0.011479992,0.033319259,0.006402513,0.053514196,78.2,-5.625228754,-3.49810556,2.87388219,52,38,0,13.672,3.8,2.78,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,4,5,0,0,1
P83,P83,226.4092647,76.76183409,452.4903184,375.7284843,56.64507233,-16.334902,-25.626135,0.0,25.626135,6.6624527,779.740342,305.0411611,1899.180261,368.024404,2916.670149,382.5248673,2.760869584,4.2285677,1.12226974,1.49535559,0.023962038,0.165502689,22.63281532,4.225352113,2.34,0.835,22.136,0.024188417,0.025793463,0.012769726,0.029094661,0.005946769,0.059953859,60.93333333,-5.693196888,-2.350474523,-33.57845,0.001070965,0.001509218,0.000958047,0.006066791,0.005548877,0.005053731,20.43651416,13.02486862,6.136858494,66.37926225,0.022822703,0.023488946,0.011010923,0.01947016,0.00043032,0.053195365,38.66666667,-31.53267212,-10.3465798,-166.3184669,0.025560785,0.027415787,0.013937603,0.035783487,0.014859157,0.068459924,99.0,2.573175666,3.170064125,1.038914197,0.024158442,0.025909371,0.012990988,0.029204593,0.004335927,0.059145062,52.5,-0.246160951,2.011186791,-1.243237744,70,45,0,22.136,3.16,2.03,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,6,7,0,0,1
P84,P84,210.7480965,75.53785642,588.7647222,513.2268658,45.79202032,-24.22237,-42.49034,0.0,42.49034,7.1344376,589.9900596,245.0153847,1813.441463,303.3126622,2892.465119,285.4570708,3.490645162,5.557980505,1.36100833,1.989945771,0.017466418,0.155383059,12.29580129,1.556420233,1.38,0.278161765,307.666,0.017114906,0.016392263,0.011184547,0.021447362,0.002713021,0.05522815,73.88333333,1.600631744,-0.698750633,-1.749614196,0.001207367,0.001464982,0.000949184,0.001743488,0.00159477,0.002549603,13.87279512,4.020012518,9.81791547,6.65149425,0.015737697,0.014978132,0.009641739,0.019043214,0.000624831,0.052102634,60.0,-5.334322195,-14.27348433,-9.710178578,0.01913813,0.019182819,0.012198291,0.02383746,0.004929743,0.058250354,100.0,5.70112703,11.83898262,10.53407864,0.017060606,0.015795319,0.011145838,0.020686723,0.002412351,0.056609935,68.0,2.113343583,-5.092819153,-3.338187862,984,332,39,307.666,3.2,1.08,0.13,16,18,10,39,6,0,0,0,0,5,0,3,4,4,0,60,132,78,103,63,2,5,4
P85,P85,139.2023894,74.98152444,599.0303931,524.0488687,102.0052659,-15.481923,-33.820423,-9.54e-07,33.820423,6.059811,587.6831142,275.8445985,1692.778335,397.5026491,2741.490799,419.4195327,3.353651936,5.379840735,1.65616071,2.369484174,0.026271208,0.193591534,9.645650285,1.720453088,2.73,0.186149068,310.71,0.021093755,0.022337814,0.011888255,0.027308434,0.002652054,0.053002961,8.57,-1.439507875,-9.196983678,2.557744482,0.000433774,0.000577536,0.000997194,0.001487257,0.000661137,0.001774457,9.087882041,3.92237512,5.194572897,5.270203734,0.020342759,0.021656044,0.010183615,0.024587252,0.001869497,0.050622751,1.0,-5.21961906,-14.71954781,-4.871631244,0.021604136,0.023041033,0.013007141,0.028583379,0.003774825,0.055133393,20.6,4.279046878,-0.259395562,11.61848925,0.021165165,0.022237148,0.012404609,0.028159967,0.002730414,0.053136325,1.5,-4.077954501,-11.19318966,1.679461595,1175,356,50,310.71,3.78,1.15,0.16,9,7,25,46,2,1,0,1,0,3,0,7,2,8,0,57,167,128,121,84,1,2,16
P86,P86,139.1471109,75.83937051,598.3894274,522.5500569,73.162922,-20.331926,-36.352047,0.0,36.352047,8.1216135,626.8363932,306.4112339,1769.015056,393.1886284,2813.231171,386.3933403,3.234846366,5.153911486,1.316368322,1.8318767,0.024565667,0.18629776,19.7454552,2.521800613,2.22,0.308691589,334.558,0.020012352,0.01903089,0.012063568,0.023908922,0.001516571,0.051473921,3.426666667,-1.267027835,3.070530876,3.724728073,0.000541699,0.00146886,0.000697363,0.001553091,0.001175602,0.006778739,1.796713048,4.663409716,19.07455921,8.466709419,0.019117587,0.016874761,0.011213814,0.021159947,0.000329167,0.038390672,1.5,-5.760708197,-23.65643872,-12.75516209,0.020565896,0.02056827,0.012999109,0.025949681,0.003243835,0.057602027,6.8,7.62114064,33.51807954,11.50738717,0.020188919,0.020016703,0.01222627,0.024310917,0.000759472,0.053001318,3.0,-2.110448467,6.996568537,6.964142103,1154,311,23,334.558,3.45,0.93,0.07,6,11,2,18,8,0,0,0,0,38,0,2,1,9,0,46,185,124,89,74,2,7,14
P89,P89,134.2358286,75.33644346,541.9185785,466.5821351,29.62840644,-20.615938,-35.754414,0.0,35.754414,8.610793,645.2697466,306.2139401,1829.455559,371.6793728,2844.450978,406.3448204,3.306132493,5.152878894,1.35985727,1.974099459,0.017575494,0.169916596,24.48264906,2.72884782,2.76,0.375079365,289.552,0.015466176,0.014391555,0.0087157,0.024807293,0.004052311,0.042531776,12.37333333,1.517718232,-3.831457243,-2.513216221,0.001138059,0.00175859,0.000643613,0.00169537,0.001231883,0.001296288,8.897799978,3.635117951,7.710784386,3.808953537,0.014181256,0.012591766,0.007890096,0.023032593,0.00215978,0.040780523,1.0,-2.787263422,-12.42813144,-7.35594349,0.017291588,0.017428985,0.009832612,0.027791421,0.005910304,0.044634043,28.2,6.070319005,7.58173081,4.027706324,0.015749376,0.01442759,0.008559717,0.0244256,0.003979624,0.042242424,11.0,0.490354911,-3.087206862,-3.278307709,767,260,42,289.552,2.65,0.9,0.15,5,6,1,41,7,0,0,0,0,7,0,1,1,5,0,32,90,89,55,60,1,2,5
PP1,P1,124.8291995,75.02906853,580.2928029,505.2637344,47.51443441,-18.397055,-32.96395,9.54e-07,32.96395,7.2497716,615.3098157,316.0279699,1780.426737,398.7879863,2733.159203,422.7272686,3.373592272,5.147854653,1.472660373,1.997846663,0.019895576,0.174359498,20.45536737,2.270716603,2.4,0.352597403,132.728,0.02239259,0.023157618,0.014566992,0.025078838,0.002141837,0.057752412,5.416666667,-1.824560435,3.638465929,1.285103301,0.001196197,0.001488744,0.000934215,0.004195747,0.00165442,0.002723474,2.934469477,3.977273331,10.25127788,6.502368455,0.020892742,0.021274088,0.013389894,0.019276005,0.000488732,0.054189314,0.0,-7.065854306,-5.36665725,-10.30994394,0.024515774,0.025774838,0.015859789,0.03084978,0.004192315,0.061604564,8.333333333,4.414470296,23.69104163,8.042859974,0.022128449,0.022784002,0.01412089,0.023780798,0.001287817,0.056709801,6.25,-2.948415376,0.222000129,3.605619327,455,190,13,132.728,3.43,1.43,0.1,3,14,2,13,6,0,2,0,0,2,0,0,0,2,0,29,63,35,44,33,0,1,5
PP3,P3,153.1649336,74.97868107,599.917564,524.9388829,131.3391604,-22.702099,-39.907536,0.0,39.907536,7.8555737,630.1204809,321.5049922,1798.579837,418.7873085,2918.890568,386.5541666,3.314178632,5.417051968,1.345635522,1.975673432,0.035073603,0.204014321,14.48916687,1.911000068,2.22,0.273074205,533.364,0.018559409,0.016959316,0.011400605,0.031618798,0.007050612,0.05803855,28.34333333,-1.334376026,-0.095999984,4.823103983,0.001305068,0.001661079,0.001080999,0.00396322,0.005622431,0.005436213,10.53841439,5.861937776,3.790110555,6.449892421,0.01761566,0.014920169,0.01000485,0.02715547,0.001731551,0.05242614,17.8,-6.242211281,-2.68235264,-4.389266716,0.021115684,0.020001062,0.013057762,0.037621558,0.014359194,0.065737282,48.0,9.886676755,7.386207894,12.99664399,0.018026695,0.016651891,0.011288075,0.030577402,0.003193099,0.054484116,24.0,-3.308989071,-2.121761012,4.030783001,1694,415,83,533.364,3.18,0.78,0.16,29,9,13,82,12,0,0,0,0,14,0,2,2,8,0,68,236,207,151,121,5,12,7
PP4,P4,144.2518387,75.06471083,587.748664,512.6839531,72.10764767,-25.38476,-40.866814,0.0,40.866814,7.3418393,619.3867811,329.4044164,1768.526685,415.2588608,2888.262135,380.1990689,3.386624239,5.529894147,1.729833174,2.563749541,0.024244035,0.189638221,18.05738786,2.527549414,1.77,0.265224913,424.48,0.021669502,0.021696785,0.012575246,0.036450815,0.01255104,0.056007686,77.09666667,0.388900071,6.191967447,1.277336193,0.001633667,0.002221437,0.000795157,0.010012007,0.010805682,0.006565921,16.51334948,5.569181146,9.430545758,5.281040321,0.018903716,0.018215791,0.011653996,0.023864868,0.00199608,0.050206986,57.4,-8.144207864,-4.866279824,-4.918213597,0.023655183,0.024830018,0.013725871,0.050878268,0.02908625,0.065362446,98.0,8.407193672,22.00889998,10.53383699,0.022350693,0.022407883,0.012521038,0.031422547,0.005420687,0.051619336,71.75,1.955909211,5.144721166,-0.189046519,1279,379,75,424.48,3.01,0.89,0.18,13,29,7,75,4,1,0,2,0,9,0,0,4,12,0,75,157,125,134,70,0,6,18
PP5,P5,123.6944001,75.48066091,599.623178,524.1425171,47.99840192,-18.790304,-28.418413,0.0,28.418413,5.2075067,666.9123239,390.1546315,1836.646063,434.8996328,2912.571091,426.5392075,3.375999523,5.437613636,1.736784868,2.743962604,0.021409487,0.193673303,34.40747292,5.760749724,3.36,0.29784689,180.92,0.023658867,0.024211279,0.016625208,0.033194826,0.005449442,0.064803349,60.60333333,-2.438497941,3.630348472,5.766816173,0.001048123,0.001362462,0.000500101,0.004116017,0.002490867,0.004203291,22.38822706,2.288886692,2.110432758,1.750088778,0.022479789,0.022343906,0.015812739,0.027094007,0.002023317,0.057364552,38.25,-4.569516876,1.539998894,2.393898564,0.025602772,0.02657749,0.017386769,0.038492738,0.008892677,0.068833648,97.0,1.691243538,6.404080611,6.981692277,0.023434311,0.024163753,0.016664386,0.032048768,0.004379033,0.065827735,50.66666667,-3.485591579,2.726897439,6.870065711,471,206,18,180.92,2.6,1.14,0.1,9,6,3,18,0,0,0,0,0,3,0,0,0,5,0,31,58,21,54,35,0,0,4
PP6,P6,110.9997039,74.93940871,573.3515478,498.4121391,34.93514898,-16.368147,-26.23095,0.0,26.23095,4.886712,686.492173,326.6606933,1870.047503,381.1144805,2941.058329,378.748576,3.141759438,4.968375403,1.222438009,1.782772343,0.01957647,0.197137705,39.23751828,5.613172244,2.91,0.357771429,478.7,0.027697895,0.029512215,0.013225063,0.033431504,0.003127253,0.056656165,4.56,6.555944327,-1.873068637,-4.935857638,0.001959574,0.002157125,0.001844621,0.006169413,0.002782094,0.003469727,2.648471257,4.617515601,4.752553734,8.668636107,0.025953816,0.027147094,0.010007723,0.0293433,0.001052896,0.053712151,0.0,1.126366168,-6.152925159,-18.01213905,0.031135334,0.033210787,0.01509001,0.045630909,0.008588838,0.06322687,8.0,14.72065587,7.359306597,8.688837695,0.026642249,0.028410832,0.014098556,0.030789074,0.002286436,0.055186945,4.8,5.01156683,-3.85233574,-4.321036975,1138,395,31,478.7,2.38,0.83,0.06,25,7,2,31,2,0,0,0,0,6,0,2,2,14,0,67,149,64,103,80,0,4,20
